54
100	211	138	20	1	6.26	7.26	0		2		0		
184	250	138	20	1	6.29	7.29	0		2		0		
106	221	154	40	1	6.39	7.39	1		1		0		
43	217	154	10	1	6.45	7.45	1		1		0		
135	226	160	20	1	6.47	7.47	0		1		1		
82	216	157	30	1	6.54	7.54	1		1		0		
101	215	156	40	1	6.54	7.54	0		1		1		
147	213	155	40	1	6.56	7.56	1		0		1		
36	203	141	40	1	6.60	7.60	0		2		0		
204	217	161	30	1	6.60	7.60	1		1		0		
151	211	157	30	1	6.66	7.66	1		0		1		
187	210	156	30	1	6.67	7.67	2		0		0		
50	243	165	10	1	6.69	7.69	2		0		0		
7	207	155	10	1	6.74	7.74	0		0		2		
33	210	160	20	1	6.75	7.75	0		2		0		
90	259	148	10	1	6.83	7.83	0		2		0		
103	217	175	20	1	6.90	7.90	0		2		0		
4	222	180	30	1	6.94	7.94	0		1		1		
193	237	183	30	1	6.99	7.99	1		0		1		
152	252	173	10	1	7.08	8.08	1		0		1		
113	225	191	40	1	7.15	8.15	0		0		2		
173	257	174	40	1	7.28	8.28	2		0		0		
42	246	199	10	1	7.48	8.48	1		0		1		
14	219	208	40	1	7.58	8.58	1		1		0		
226	267	168	40	1	7.60	8.60	1		0		1		
189	231	219	20	1	7.74	8.74	0		2		0		
130	263	188	10	1	7.81	8.81	2		0		0		
233	231	223	10	1	7.83	8.83	2		0		0		
55	235	224	30	1	7.86	8.86	0		0		2		
144	238	225	30	1	7.91	8.91	1		1		0		
209	195	190	20	1	7.94	8.94	2		0		0		
199	235	228	40	1	7.95	8.95	0		1		1		
210	206	212	30	1	7.96	8.96	0		2		0		
205	262	199	10	1	7.99	8.99	2		0		0		
129	269	183	30	1	8.00	9.00	1		0		1		
221	236	230	30	1	8.00	9.00	2		0		0		
9	234	231	30	1	8.01	9.01	0		0		2		
104	228	232	30	1	8.02	9.02	0		2		0		
175	262	201	20	1	8.03	9.03	2		0		0		
23	227	233	20	1	8.05	9.05	0		2		0		
238	264	198	10	1	8.05	9.05	0		0		2		
15	265	196	20	1	8.06	9.06	0		0		2		
97	265	197	40	1	8.08	9.08	2		0		0		
72	263	202	30	1	8.09	9.09	0		2		0		
56	233	236	30	1	8.11	9.11	2		0		0		
86	228	236	30	1	8.11	9.11	0		2		0		
92	197	203	20	1	8.11	9.11	0		2		0		
148	234	236	10	1	8.12	9.12	1		0		1		
116	231	238	40	1	8.15	9.15	0		2		0		
38	264	204	30	1	8.18	9.18	0		0		2		
179	247	232	20	1	8.20	9.20	0		2		0		
73	201	217	10	1	8.24	9.24	0		0		2		
119	242	241	10	1	8.31	9.31	0		0		2		
220	208	240	20	1	8.49	9.49	0		1		1		
